U	5	1.1
U	6	1.9
U	7	1.8
U	8	1.7
U	9	1.6
U	,	1.9
U	.	1.9
U	/	1.9
U	[	1.7
U	]	1.9
U	O	1.8
U	'	1.8
U	-	1.8
U	=	2
U	 	1.3
N	A	1.1
N	B	1.2
N	C	1.1
N	S	1.1
N	E	1.1
N	T	1.2
N	D	1.2
N	H	1.6
N	U	1.5
N	N	1.3
N	E	1.3
N	I	1.4
N	M	1.8
N	K	1.6
N	Y	1.5
N	;	1.4
N	Q	1.3
N	P	1.1
N	R	1.2
N	D	1.1
N	L	1.6
N	V	1.2
N	W	1.2
N	X	1.2
N	J	1.8
N	Z	1.3
N	0	1.7
N	1	1.3
N	2	1.2
N	3	1.1
N	4	1.2
N	5	1.2
N	6	1.9
N	7	1.8
N	8	1.6
N	9	1.6
N	,	1.9
N	.	1.7
N	/	1.7
N	[	1.6
N	]	1.8
N	O	1.6
N	'	1.6
N	-	1.8
N	=	1.8
N	 	1.2
E	A	1.2
E	B	1.1
E	C	1.2
E	S	1.1
E	E	1.1
E	T	1.2
E	D	1.2
E	H	1.6
E	U	1.6
E	N	1.5
E	E	1.3
E	I	1.3
E	M	1.6
E	K	1.6
E	Y	1.6
E	;	1.8
E	Q	1.2
E	P	1.1
E	R	1.1
E	D	1.1
E	L	1.6
E	V	1.2
E	W	1.1
E	X	1.3
E	J	1.7
E	Z	1.3
E	0	1.8
E	1	1.3
E	2	1.2
E	3	1.1
E	4	1.2
E	5	1.2
E	6	2
E	7	1.9
E	8	1.9
E	9	1.9
E	,	1.8
E	.	1.6
E	/	1.7
E	[	1.8
E	]	1.9
E	O	1.7
E	'	1.7
E	-	2
E	=	2.1
E	 	1.2
I	A	1.2
I	B	1.2
I	C	1.2
I	S	1.1
I	E	1.1
I	T	1.1
I	D	1.3
I	H	1.7
I	U	1.5
I	N	1.6
I	E	1.6
I	I	1.4
I	M	1.7
I	K	1.7
I	Y	1.7
I	;	1.8
I	Q	1.3
I	P	1.1
I	R	1.1
I	D	1.1
I	L	1.6
I	V	1.2
I	W	1.2
I	X	1.2
I	J	1.8
I	Z	1.3
I	0	1.9
I	1	1.3
I	2	1.2
I	3	1.2
I	4	1.2
I	5	1.2
I	6	2.1
I	7	2
I	8	1.9
I	9	1.9
I	,	1.9
I	.	1.8
I	/	1.8
I	[	1.8
I	]	2
I	O	1.7
I	'	1.8
I	-	2.1
I	=	2.1
I	 	1.2
M	A	1.2
M	B	1.1
M	C	1.2
M	S	1.1
M	E	1.1
M	T	1.2
M	D	1.1
M	H	1.8
M	U	1.6
M	N	1.6
M	E	1.6
M	I	1.5
M	M	1.3
M	K	1.6
M	Y	1.7
M	;	1.7
M	Q	1.3
M	P	1.1
M	R	1.2
M	D	1.2
M	L	1.8
M	V	1.2
M	W	1.2
M	X	1.3
M	J	2
M	Z	1.3
M	0	1.9
M	1	1.4
M	2	1.3
M	3	1.2
M	4	1.2
M	5	1.2
M	6	2.2
M	7	2.1
M	8	1.8
M	9	1.8
M	,	1.7
M	.	1.6
M	/	1.6
M	[	1.9
M	]	1.9
M	O	1.8
M	'	1.7
M	-	2
M	=	2
M	 	1.3
K	A	1.2
K	B	1.2
K	C	1.2
K	S	1.1
K	E	1.1
K	T	1.2
K	D	1.2
K	H	1.7
K	U	1.5
K	N	1.6
K	E	1.6
K	I	1.5
K	M	1.7
K	K	1.3
K	Y	1.5
K	;	1.6
K	Q	1.3
K	P	1.1
K	R	1.2
K	D	1.1
K	L	1.7
K	V	1.2
K	W	1.1
K	X	1.3
K	J	1.8
K	Z	1.3
K	0	1.8
K	1	1.2
K	2	1.2
K	3	1.2
K	4	1.2
K	5	1.2
K	6	2
K	7	1.9
K	8	1.7
K	9	1.6
K	,	1.8
K	.	1.6
K	/	1.7
K	[	1.8
K	]	1.9
K	O	1.7
K	'	1.7
K	-	1.9
K	=	1.9
K	 	1.2
Y	A	1.1
Y	B	1.1
Y	C	1.2
Y	S	1.1
Y	E	1.1
Y	T	1.1
Y	D	1.1
Y	H	1.4
Y	U	1.5
Y	N	1.5
Y	E	1.8
Y	I	1.7
Y	M	1.7
Y	K	1.5
Y	Y	1.4
Y	;	1.5
Y	Q	1.3
Y	P	1.2
Y	R	1.1
Y	D	1.1
Y	L	1.3
Y	V	1.3
Y	W	1.1
Y	X	1.2
Y	J	1.5
Y	Z	1.3
Y	0	1.6
Y	1	1.3
Y	2	1.2
Y	3	1.2
Y	4	1.3
Y	5	1.3
Y	6	1.8
Y	7	1.8
Y	8	1.7
Y	9	1.7
Y	,	2
Y	.	2.1
Y	/	2
Y	[	1.8
Y	]	2
Y	O	1.9
Y	'	1.9
Y	-	1.9
Y	=	1.9
Y	 	1.3
;	A	1.1
;	B	1.1
;	C	1.1
;	S	1.1
;	E	1.1
;	T	1
;	D	1.1
;	H	1.6
;	U	1.6
;	N	1.6
;	E	1.9
;	I	1.9
;	M	1.7
;	K	1.8
;	Y	1.7
;	;	1.3
;	Q	1.3
;	P	1.2
;	R	1.1
;	D	1.3
;	L	1.5
;	V	1.3
;	W	1.3
;	X	1.2
;	J	1.6
;	Z	1.2
;	0	1.9
;	1	1.3
;	2	1.2
;	3	1.2
;	4	1.2
;	5	1.2
;	6	1.9
;	7	1.9
;	8	2
;	9	2
;	,	2.4
;	.	2.3
;	/	2.2
;	[	1.7
;	]	1.8
;	O	1.9
;	'	1.9
;	-	1.8
;	=	1.9
;	 	1.3
Q	A	1.9
Q	B	1.9
Q	C	2.1
Q	S	1.9
Q	E	1.7
Q	T	1.6
Q	D	1.7
Q	H	1.1
Q	U	1.1
Q	N	1.1
Q	E	1.1
Q	I	1.1
Q	M	1.1
Q	K	1.1
Q	Y	1.2
Q	;	1.3
Q	Q	1.3
Q	P	1.4
Q	R	2.1
Q	D	1.6
Q	L	1.2
Q	V	1.7
Q	W	1.7
Q	X	2.1
Q	J	1.2
Q	Z	2
Q	0	1.1
Q	1	1.8
Q	2	1.9
Q	3	1.8
Q	4	1.6
Q	5	1.6
Q	6	1.3
Q	7	1.1
Q	8	1
Q	9	1.1
Q	,	1.1
Q	.	1
Q	/	1.1
Q	[	1.2
Q	]	1
Q	O	1.2
Q	'	1.1
Q	-	1.2
Q	=	1.1
Q	 	1.1
P	A	1.5
P	B	1.9
P	C	2.1
P	S	1.7
P	E	1.4
P	T	1.7
P	D	1.7
P	H	1.1
P	U	1.1
P	N	1.1
P	E	1.2
P	I	1.1
P	M	1.2
P	K	1.1
P	Y	1.2
P	;	1.2
P	Q	1.5
P	P	1.3
P	R	1.7
P	D	1.7
P	L	1.1
P	V	1.9
P	W	1.5
P	X	2
P	J	1.2
P	Z	2
P	0	1.2
P	1	1.6
P	2	1.7
P	3	1.6
P	4	1.8
P	5	1.7
P	6	1.2
P	7	1.1
P	8	1.1
P	9	1.1
P	,	1.2
P	.	1.1
P	/	1.1
P	[	1.2
P	]	1.1
P	O	1.1
P	'	1.1
P	-	1.3
P	=	1.2
P	 	1.4
R	A	1.6
R	B	1.7
R	C	1.8
R	S	1.5
R	E	1.5
R	T	1.5
R	D	1.5
R	H	1.1
R	U	1.1
R	N	1.1
R	E	1.1
R	I	1.1
R	M	1.1
R	K	1.1
R	Y	1.1
R	;	1.1
R	Q	1.7
R	P	1.6
R	R	1.3
R	D	1.6
R	L	1.1
R	V	1.6
R	W	1.7
R	X	1.8
R	J	1.1
R	Z	1.8
R	0	1.2
R	1	2.1
R	2	2
R	3	1.9
R	4	1.8
R	5	1.9
R	6	1.2
R	7	1.2
R	8	1.1
R	9	1.1
R	,	1.2
R	.	1.1
R	/	1.1
R	[	1.2
R	]	1.1
R	O	1.2
R	'	1.1
R	-	1.3
R	=	1.2
R	 	1.4
G	A	1.5
G	B	1.9
G	C	2
G	S	1.7
G	E	1.4
G	T	1.7
G	D	1.7
G	H	1.1
G	U	1.1
G	N	1.1
G	E	1.1
G	I	1.1
G	M	1.1
G	K	1.1
G	Y	1.1
G	;	1.1
G	Q	1.1
G	P	1.7
G	R	1.5
G	D	1.3
G	L	1.2
G	V	2
G	W	1.5
G	X	2.1
G	J	1.2
G	Z	1.9
G	0	1.2
G	1	1.6
G	2	1.7
G	3	1.7
G	4	1.8
G	5	1.8
G	6	1.5
G	7	1.2
G	8	1.2
G	9	1.1
G	,	1.3
G	.	1.1
G	/	1.1
G	[	1.3
G	]	1.1
G	O	1.2
G	'	1.1
G	-	1.3
G	=	1.2
G	 	1.3
L	A	1.1
L	B	1.1
L	C	1.1
L	S	1.1
L	E	1.1
L	T	1.1
L	D	1.1
L	H	1.6
L	U	1.4
L	N	1.6
L	E	1.7
L	I	1.6
L	M	1.8
L	K	1.7
L	Y	1.4
L	;	1.3
L	Q	1.1
L	P	1.1
L	R	1.2
L	D	1.3
L	L	1.3
L	V	1.2
L	W	1.2
L	X	1.2
L	J	1.5
L	Z	1.3
L	0	1.4
L	1	1.3
L	2	1
L	3	1.2
L	4	1.2
L	5	1.2
L	6	1.8
L	7	1.5
L	8	1.5
L	9	1.4
L	,	2
L	.	1.8
L	/	1.7
L	[	1.4
L	]	1.7
L	O	1.6
L	'	1.7
L	-	1.5
L	=	1.6
L	 	1.3
V	A	1.5
V	B	1.8
V	C	1.6
V	S	1.6
V	E	1.6
V	T	1.7
V	D	1.8
V	H	1.1
V	U	1.1
V	N	1.1
V	E	1.1
V	I	1.2
V	M	1.1
V	K	1.2
V	Y	1.2
V	;	1.3
V	Q	1.7
V	P	1.9
V	R	1.5
V	D	1.9
V	L	1.4
V	V	1.3
V	W	1.5
V	X	1.5
V	J	1.3
V	Z	1.4
V	0	1.2
V	1	1.9
V	2	1.9
V	3	1.9
V	4	2.1
V	5	2
V	6	1.2
V	7	1.1
V	8	1.2
V	9	1.1
V	,	1.2
V	.	1.1
V	/	1.1
V	[	1.1
V	]	1.1
V	O	1.1
V	'	1.1
V	-	1.2
V	=	1.1
V	 	1.2
W	A	1.8
W	B	1.9
W	C	2.1
W	S	1.9
W	E	1.5
W	T	1.6
W	D	1.6
W	H	1.1
W	U	1.1
W	N	1.1
W	E	1.1
W	I	1.1
W	M	1.2
W	K	1.1
W	Y	1.1
W	;	1.2
W	Q	1.6
W	P	1.5
W	R	1.8
W	D	1.5
W	L	1.2
W	V	1.9
W	W	1.3
W	X	2
W	J	1.2
W	Z	2
W	0	1.4
W	1	1.8
W	2	1.8
W	3	1.7
W	4	1.7
W	5	1.8
W	6	1.3
W	7	1.2
W	8	1.1
W	9	1.1
W	,	1.2
W	.	1.1
W	/	1.1
W	[	1.2
W	]	1.1
W	O	1.2
W	'	1.1
W	-	1.3
W	=	1.2
W	 	1.1
X	A	1.7
X	B	1.5
X	C	1.5
X	S	1.5
X	E	1.8
X	T	1.7
X	D	1.5
X	H	1.1
X	U	1.1
X	N	1
X	E	1.1
X	I	1
X	M	1.1
X	K	1.1
X	Y	1.1
X	;	1.1
X	Q	2
X	P	1.7
X	R	1.7
X	D	1.8
X	L	1.1
X	V	1.6
X	W	1.9
X	X	1.3
X	J	1.2
X	Z	1.7
X	0	1.1
X	1	2.3
X	2	2.2
X	3	2.1
X	4	2.1
X	5	2.2
X	6	1.3
X	7	1.2
X	8	1.1
X	9	1.1
X	,	1.2
X	.	1.1
X	/	1.1
X	[	1.2
X	]	1.2
X	O	1.2
X	'	1.1
X	-	1.2
X	=	1.2
X	 	1.3
J	A	1.2
J	B	1.1
J	C	1.1
J	S	1.1
J	E	1.1
J	T	1.1
J	D	1.1
J	H	1.6
J	U	1.4
J	N	1.8
J	E	1.7
J	I	1.7
J	M	1.9
J	K	1.7
J	Y	1.5
J	;	1.4
J	Q	1.2
J	P	1.2
J	R	1.1
J	D	1.3
J	L	1.5
J	V	1.3
J	W	1.3
J	X	1.5
J	J	1.3
J	Z	1.3
J	0	1.5
J	1	1.3
J	2	1.2
J	3	1.1
J	4	1.2
J	5	1.2
J	6	1.6
J	7	1.5
J	8	1.1
J	9	1.3
J	,	1.9
J	.	1.9
J	/	1.8
J	[	1.6
J	]	1.9
J	O	1.7
J	'	1.7
J	-	1.6
J	=	1.8
J	 	1.3
Z	A	1.8
Z	B	1.5
Z	C	1.6
Z	S	1.7
Z	E	1.8
Z	T	1.7
Z	D	1.7
Z	H	1
Z	U	1.1
Z	N	1
Z	E	1.1
Z	I	1.1
Z	M	1
Z	K	1.1
Z	Y	1.2
Z	;	1.1
Z	Q	2.1
Z	P	1.8
Z	R	1.9
Z	D	1.7
Z	L	1.2
Z	V	1.5
Z	W	2.1
Z	X	1.5
Z	J	1.4
Z	Z	1.3
Z	0	1.2
Z	1	2.2
Z	2	2.4
Z	3	2.1
Z	4	2
Z	5	2
Z	6	1.3
Z	7	1.2
Z	8	1.1
Z	9	1
Z	,	1.2
Z	.	1
Z	/	1.1
Z	[	1.2
Z	]	1
Z	O	1.2
Z	'	1.1
Z	-	1.2
Z	=	1.1
Z	 	1.3
0	A	1.1
0	B	1.1
0	C	1.1
0	S	1.1
0	E	1.1
0	T	1.1
0	D	1.1
0	H	1.7
0	U	1.9
0	N	1.9
0	E	2.1
0	I	2
0	M	1.9
0	K	1.8
0	Y	1.8
0	;	1.7
0	Q	1.2
0	P	1.1
0	R	1.2
0	D	1.3
0	L	1.6
0	V	1.1
0	W	1.2
0	X	1.3
0	J	1.7
0	Z	1.4
0	0	1.4
0	1	1.4
0	2	1.4
0	3	1.2
0	4	1.2
0	5	1.2
0	6	1.6
0	7	1.6
0	8	1.6
0	9	1.7
0	,	2.4
0	.	2.2
0	/	2.2
0	[	1.8
0	]	2
0	O	2
0	'	2.1
0	-	1.7
0	=	1.7
0	 	1
1	A	2.2
1	B	2.2
1	C	2.3
1	S	2.2
1	E	2.1
1	T	2
1	D	1.9
1	H	1.1
1	U	1.1
1	N	1.1
1	E	1.1
1	I	1.1
1	M	1.1
1	K	1.1
1	Y	1.1
1	;	1.1
1	Q	2.1
1	P	1.8
1	R	2.4
1	D	1.6
1	L	1.3
1	V	2.2
1	W	2.1
1	X	2.3
1	J	1.3
1	Z	2.4
1	0	1.2
1	1	1.3
1	2	1.5
1	3	1.7
1	4	1.5
1	5	1.5
1	6	1.2
1	7	1.1
1	8	1.1
1	9	1.1
1	,	1.2
1	.	1
1	/	1.1
1	[	1.2
1	]	1.1
1	O	1.2
1	'	1.1
1	-	1.2
1	=	1.1
1	 	1.2
2	A	2
2	B	2.2
2	C	2.2
2	S	2.1
2	E	1.8
2	T	1.9
2	D	1.8
2	H	1.1
2	U	1.1
2	N	1.1
2	E	1.1
2	I	1
2	M	1.1
2	K	1.1
2	Y	1.1
2	;	1.1
2	Q	1.9
2	P	1.7
2	R	2
2	D	1.7
2	L	1.2
2	V	2
2	W	1.9
2	X	2.2
2	J	1.3
2	Z	2.3
2	0	1.2
2	1	1.6
2	2	1.4
2	3	1.6
2	4	1.6
2	5	1.5
2	6	1.2
2	7	1.1
2	8	1
2	9	1.1
2	,	1.3
2	.	1.1
2	/	1
2	[	1.2
2	]	1.1
2	O	1.2
2	'	1.1
2	-	1.3
2	=	1.1
2	 	1.3
3	A	1.7
3	B	2
3	C	2.1
3	S	1.9
3	E	1.8
3	T	1.9
3	D	1.8
3	H	1.1
3	U	1.1
3	N	1.1
3	E	1.1
3	I	1.1
3	M	1.1
3	K	1.1
3	Y	1.1
3	;	1.2
3	Q	1.6
3	P	1.7
3	R	1.8
3	D	1.6
3	L	1.2
3	V	1.9
3	W	1.7
3	X	2.1
3	J	1.2
3	Z	2.1
3	0	1.2
3	1	1.5
3	2	1.6
3	3	1.3
3	4	1.4
3	5	1.5
3	6	1.3
3	7	1.1
3	8	1.1
3	9	1.1
3	,	1.2
3	.	1
3	/	1.1
3	[	1.2
3	]	1.1
3	O	1.2
3	'	1.1
3	-	1.3
3	=	1.1
3	 	1.3
4	A	1.6
4	B	2.1
4	C	2.2
4	S	2.1
4	E	1.9
4	T	1.9
4	D	1.9
4	H	1
4	U	1.1
4	N	1.1
4	E	1.1
4	I	1.1
4	M	1
4	K	1.1
4	Y	1.1
4	;	1.2
4	Q	1.5
4	P	1.8
4	R	1.8
4	D	1.8
4	L	1.1
4	V	1.9
4	W	1.6
4	X	2.1
4	J	1.1
4	Z	2.1
4	0	1.1
4	1	1.4
4	2	1.4
4	3	1.5
4	4	1.3
4	5	1.8
4	6	1.2
4	7	1.2
4	8	1.1
4	9	1.1
4	,	1.2
4	.	1.1
4	/	1.1
4	[	1.2
4	]	1.1
4	O	1.2
4	'	1.1
4	-	1.3
4	=	1.1
4	 	1.4
5	A	1.7
5	B	2
5	C	2.1
5	S	1.9
5	E	1.8
5	T	1.9
5	D	1.8
5	H	1.1
5	U	1
5	N	1.1
5	E	1.1
5	I	1
5	M	1.1
5	K	1.1
5	Y	1.1
5	;	1.1
5	Q	1.5
5	P	1.8
5	R	1.7
5	D	1.7
5	L	1.2
5	V	2.1
5	W	1.6
5	X	2
5	J	1.2
5	Z	2
5	0	1.2
5	1	1.3
5	2	1.4
5	3	1.4
5	4	1.7
5	5	1.3
5	6	1.3
5	7	1.2
5	8	1.1
5	9	1.1
5	,	1.3
5	.	1.2
5	/	1.1
5	[	1.2
5	]	1.1
5	O	1.2
5	'	1.1
5	-	1.2
5	=	1.1
5	 	1.4
6	A	1.3
6	B	1.3
6	C	1.1
6	S	1.2
6	E	1.1
6	T	1.2
6	D	1.4
6	H	1.8
6	U	1.7
6	N	1.9
6	E	2
6	I	1.9
6	M	2.1
6	K	2
6	Y	1.7
6	;	1.7
6	Q	1.2
6	P	1.2
6	R	1.2
6	D	1.3
6	L	1.7
6	V	1.2
6	W	1.2
6	X	1.2
6	J	1.6
6	Z	1.4
6	0	1.4
6	1	1.2
6	2	1.2
6	3	1.2
6	4	1.3
6	5	1.5
6	6	1.3
6	7	1.4
6	8	1.4
6	9	1.4
6	,	2.2
6	.	2.1
6	/	2.2
6	[	1.8
6	]	2.1
6	O	2
6	'	1.9
6	-	1.5
6	=	1.8
6	 	1.4
7	A	1.2
7	B	1.2
7	C	1.1
7	S	1.1
7	E	1.1
7	T	1.1
7	D	1.2
7	H	1.8
7	U	1.7
7	N	1.8
7	E	1.9
7	I	1.9
7	M	2
7	K	1.9
7	Y	1.7
7	;	1.7
7	Q	1.1
7	P	1.1
7	R	1.2
7	D	1.1
7	L	1.6
7	V	1.2
7	W	1.2
7	X	1.2
7	J	1.6
7	Z	1.2
7	0	1.4
7	1	1.2
7	2	1.2
7	3	1.1
7	4	1.1
7	5	1.3
7	6	1.7
7	7	1.3
7	8	1.8
7	9	1.1
7	,	2.1
7	.	2.2
7	/	2.1
7	[	1.9
7	]	1.9
7	O	2
7	'	2
7	-	1.6
7	=	1.8
7	 	1.3
8	A	1.2
8	B	1.2
8	C	1.1
8	S	1.1
8	E	1.1
8	T	1.1
8	D	1.2
8	H	1.6
8	U	1.6
8	N	1.7
8	E	1.8
8	I	1.9
8	M	1.9
8	K	1.8
8	Y	1.9
8	;	1.6
8	Q	1.2
8	P	1.1
8	R	1.1
8	D	1.2
8	L	1.5
8	V	1.1
8	W	1.2
8	X	1.2
8	J	1.5
8	Z	1.2
8	0	1.5
8	1	1.1
8	2	1.1
8	3	1.1
8	4	1.2
8	5	1.2
8	6	1.6
8	7	1.5
8	8	1.3
8	9	1.4
8	,	2.1
8	.	2
8	/	2.1
8	[	1.8
8	]	2.1
8	O	2
8	'	2
8	-	1.7
8	=	2
8	 	1.3
9	A	1.2
9	B	1.1
9	C	1.1
9	S	1.1
9	E	1.1
9	T	1.2
9	D	1.2
9	H	1.8
9	U	1.8
9	N	1.7
9	E	2
9	I	1.9
9	M	2
9	K	1.9
9	Y	1.8
9	;	1.7
9	Q	1.2
9	P	1.1
9	R	1.2
9	D	1.2
9	L	1.6
9	V	1.1
9	W	1.2
9	X	1.2
9	J	1.7
9	Z	1.3
9	0	1.4
9	1	1.2
9	2	1.1
9	3	1.2
9	4	1.3
9	5	1.3
9	6	1.7
9	7	1.5
9	8	1.5
9	9	1.3
9	,	2.2
9	.	2.2
9	/	2.1
9	[	2
9	]	2.1
9	O	2.2
9	'	2.2
9	-	1.8
9	=	2
9	 	1.4
,	A	1.2
,	B	1.2
,	C	1.2
,	S	1.1
,	E	1.2
,	T	1.1
,	D	1.2
,	H	1.9
,	U	1.9
,	N	1.8
,	E	1.6
,	I	1.7
,	M	1.6
,	K	1.7
,	Y	1.9
,	;	2
,	Q	1.2
,	P	1.1
,	R	1.2
,	D	1.2
,	L	1.9
,	V	1.2
,	W	1.2
,	X	1.3
,	J	2.1
,	Z	1.3
,	0	2
,	1	1.3
,	2	1.2
,	3	1.2
,	4	1.2
,	5	1.3
,	6	2.3
,	7	2.2
,	8	2.1
,	9	2.2
,	,	1.3
,	.	1.6
,	/	1.8
,	[	2.1
,	]	2.1
,	O	2
,	'	2
,	-	2.3
,	=	2.2
,	 	1.3
.	A	1.1
.	B	1.1
.	C	1.2
.	S	1.1
.	E	1.1
.	T	1.1
.	D	1.1
.	H	1
.	U	1.9
.	N	1.8
.	E	1.7
.	I	1.8
.	M	1.6
.	K	1.8
.	Y	2
.	;	1.9
.	Q	1.2
.	P	1.2
.	R	1.1
.	D	1.2
.	L	1.9
.	V	1.1
.	W	1.2
.	X	1.2
.	J	2
.	Z	1.3
.	0	2.1
.	1	1.3
.	2	1.1
.	3	1.2
.	4	1.2
.	5	1.3
.	6	2.3
.	7	2.2
.	8	2.2
.	9	2.1
.	,	1.6
.	.	1.4
.	/	1.7
.	[	2
.	]	2.1
.	O	1.9
